gotabayar,241,26,26,26,26,26,26,26,26,26
spoke,133,61,61,61,61,61,61,61,61,61
interacting,0,0,0,0,0,0,0,0,0,0
ccp,17,3,3,3,3,3,3,3,3,3
approved,0,0,0,0,0,0,0,0,0,0
cdc,2802,439,439,439,439,439,439,439,439,439
switzerland,11,3,3,3,3,3,3,3,3,3
prioritization,0,0,0,0,0,0,0,0,0,0
hosting,0,0,0,0,0,0,0,0,0,0
1000,37,17,17,17,17,17,17,17,17,17
bjp4india,13,10,10,10,10,10,10,10,10,10
kristindonnelly,0,0,0,0,0,0,0,0,0,0
willjhrt,0,0,0,0,0,0,0,0,0,0
resigned,0,0,0,0,0,0,0,0,0,0
ordered,1,0,0,0,0,0,0,0,0,0
approves,0,0,0,0,0,0,0,0,0,0
kerala,99,39,39,39,39,39,39,39,39,39
tha,152,42,42,42,42,42,42,42,42,42
aranganathan72,4,2,2,2,2,2,2,2,2,2
destroyed,0,0,0,0,0,0,0,0,0,0
thi,68,28,28,28,28,28,28,28,28,28
quarantine,0,0,0,0,0,0,0,0,0,0
dpjhodges,0,0,0,0,0,0,0,0,0,0
november,0,0,0,0,0,0,0,0,0,0
pdemetrious,0,0,0,0,0,0,0,0,0,0
parismarx,0,0,0,0,0,0,0,0,0,0
stphane,0,0,0,0,0,0,0,0,0,0
archrose90,64,14,14,14,14,14,14,14,14,14
ramping,0,0,0,0,0,0,0,0,0,0
denmark,34,11,11,11,11,11,11,11,11,11
ensuring,0,0,0,0,0,0,0,0,0,0
primalpolitical,0,0,0,0,0,0,0,0,0,0
dr2nisreenalwan,41,86,86,86,86,86,86,86,86,86
protecting,0,4,4,4,4,4,4,4,4,4
considering,0,0,0,0,0,0,0,0,0,0
cernovich,0,0,0,0,0,0,0,0,0,0
deitaone,0,0,0,0,0,0,0,0,0,0
kentucky,0,0,0,0,0,0,0,0,0,0
stupidity,0,0,0,0,0,0,0,0,0,0
countys,0,0,0,0,0,0,0,0,0,0
antonioguterres,0,0,0,0,0,0,0,0,0,0
produ,56,23,23,23,23,23,23,23,23,23
lbc,53,10,10,10,10,10,10,10,10,10
christmas,0,0,0,0,0,0,0,0,0,0
sirpatstew,0,0,0,0,0,0,0,0,0,0
arizona,29,51,51,51,51,51,51,51,51,51
picardonhealth,22,16,16,16,16,16,16,16,16,16
times,3,1,1,1,1,1,1,1,1,1
encourag,2,1,1,1,1,1,1,1,1,1
comments,0,0,0,0,0,0,0,0,0,0
damning,0,0,0,0,0,0,0,0,0,0
cv19,57,24,24,24,24,24,24,24,24,24
immu,10,2,2,2,2,2,2,2,2,2
rahul,163,23,23,23,23,23,23,23,23,23
segaleran,0,0,0,0,0,0,0,0,0,0
biotechs,0,0,0,0,0,0,0,0,0,0
quic,3,1,1,1,1,1,1,1,1,1
worked,1,0,0,0,0,0,0,0,0,0
havent,3,0,0,0,0,0,0,0,0,0
creating,0,0,0,0,0,0,0,0,0,0
250,127,11,11,11,11,11,11,11,11,11
waitingif,0,0,0,0,0,0,0,0,0,0
immigrants,0,0,0,0,0,0,0,0,0,0
accused,0,0,0,0,0,0,0,0,0,0
erinotoole,0,0,0,0,0,0,0,0,0,0
admitting,0,0,0,0,0,0,0,0,0,0
demanded,0,0,0,0,0,0,0,0,0,0
slapped,0,0,0,0,0,0,0,0,0,0
homes,11,0,0,0,0,0,0,0,0,0
excoriated,0,0,0,0,0,0,0,0,0,0
karol,12,1,1,1,1,1,1,1,1,1
athletes,0,0,0,0,0,0,0,0,0,0
privileged,0,0,0,0,0,0,0,0,0,0
hours,1,0,0,0,0,0,0,0,0,0
advised,0,0,0,0,0,0,0,0,0,0
mlkendricks,0,0,0,0,0,0,0,0,0,0
reducing,0,0,0,0,0,0,0,0,0,0
jonfavs,0,0,0,0,0,0,0,0,0,0
celebrities,0,0,0,0,0,0,0,0,0,0
duffasteve,0,0,0,0,0,0,0,0,0,0
ashcroft,0,50,50,50,50,50,50,50,50,50
kpsharmaoli,0,0,0,0,0,0,0,0,0,0
bigo,1,0,0,0,0,0,0,0,0,0
paperwork,7,446,446,446,446,446,446,446,446,446
planned,0,0,0,0,0,0,0,0,0,0
studyin,0,0,0,0,0,0,0,0,0,0
glasses,0,0,0,0,0,0,0,0,0,0
congressman,0,2,2,2,2,2,2,2,2,2
solidarity,0,0,0,0,0,0,0,0,0,0
prof,81,28,28,28,28,28,28,28,28,28
pipeline,0,0,0,0,0,0,0,0,0,0
whitehouse,0,0,0,0,0,0,0,0,0,0
elleprovocateur,2,3,3,3,3,3,3,3,3,3
shows,1,0,0,0,0,0,0,0,0,0
keeps,1,0,0,0,0,0,0,0,0,0
keystone,0,0,0,0,0,0,0,0,0,0
raising,0,0,0,0,0,0,0,0,0,0
donlew87,0,0,0,0,0,0,0,0,0,0
minutes,0,0,0,0,0,0,0,0,0,0
davosagenda,12,0,0,0,0,0,0,0,0,0
marcorubio,0,1,1,1,1,1,1,1,1,1
alexwickham,1,0,0,0,0,0,0,0,0,0
canadians,0,1,1,1,1,1,1,1,1,1
logistics,0,0,0,0,0,0,0,0,0,0
equitable,0,0,0,0,0,0,0,0,0,0
intl3e0mg,0,0,0,0,0,0,0,0,0,0
jolyonrubs,0,0,0,0,0,0,0,0,0,0
spiteful,0,0,0,0,0,0,0,0,0,0
whcovidresponse,0,0,0,0,0,0,0,0,0,0
gratitude,0,0,0,0,0,0,0,0,0,0
contracted,0,0,0,0,0,0,0,0,0,0
astrokatie,0,0,0,0,0,0,0,0,0,0
presidents,0,0,0,0,0,0,0,0,0,0
cuba,17,5,5,5,5,5,5,5,5,5
provinces,0,0,0,0,0,0,0,0,0,0
preventing,1,1,1,1,1,1,1,1,1,1
existed,0,0,0,0,0,0,0,0,0,0
brad,4,0,0,0,0,0,0,0,0,0
sturgeon,162,121,121,121,121,121,121,121,121,121
stealing,0,0,0,0,0,0,0,0,0,0
paul,62,16,16,16,16,16,16,16,16,16
hollywood,7,4,4,4,4,4,4,4,4,4
recommendations,0,0,0,0,0,0,0,0,0,0
airlines,0,0,0,0,0,0,0,0,0,0
criminally,0,0,0,0,0,0,0,0,0,0
uks,106,26,26,26,26,26,26,26,26,26
renewing,0,0,0,0,0,0,0,0,0,0
chartered,0,0,0,0,0,0,0,0,0,0
adminis,0,0,0,0,0,0,0,0,0,0
misleading,0,0,0,0,0,0,0,0,0,0
walensky,0,0,0,0,0,0,0,0,0,0
govinslee,0,0,0,0,0,0,0,0,0,0
podcast,27,27,27,27,27,27,27,27,27,27
applaud,4,6,6,6,6,6,6,6,6,6
sytynfmufw,0,0,0,0,0,0,0,0,0,0
expands,0,0,0,0,0,0,0,0,0,0
statistically,0,0,0,0,0,0,0,0,0,0
yangerinc,0,0,0,0,0,0,0,0,0,0
ukcovid19stats,0,0,0,0,0,0,0,0,0,0
showing,0,1,1,1,1,1,1,1,1,1
upcoming,0,0,0,0,0,0,0,0,0,0
askanshul,5,0,0,0,0,0,0,0,0,0
bullies,0,0,0,0,0,0,0,0,0,0
lockdowns,7,1,1,1,1,1,1,1,1,1
saraqdavid,0,0,0,0,0,0,0,0,0,0
revealed,0,0,0,0,0,0,0,0,0,0
injected,0,0,0,0,0,0,0,0,0,0
proudly,0,0,0,0,0,0,0,0,0,0
timrunshismouth,0,168,168,168,168,168,168,168,168,168
researchers,0,0,0,0,0,0,0,0,0,0
disillusioned,0,0,0,0,0,0,0,0,0,0
messages,0,0,0,0,0,0,0,0,0,0
bullied,0,0,0,0,0,0,0,0,0,0
britsham,0,0,0,0,0,0,0,0,0,0
don,35,17,17,17,17,17,17,17,17,17
dosages,0,0,0,0,0,0,0,0,0,0
dos,2,0,0,0,0,0,0,0,0,0
willfully,0,0,0,0,0,0,0,0,0,0
kylegriffin1,7,2,2,2,2,2,2,2,2,2
opindiacom,0,0,0,0,0,0,0,0,0,0
myths,1,0,0,0,0,0,0,0,0,0
usa,224,58,58,58,58,58,58,58,58,58
unojenwood,0,0,0,0,0,0,0,0,0,0
uiychnmspz,0,0,0,0,0,0,0,0,0,0
jamilsmith,0,0,0,0,0,0,0,0,0,0
carolina,30,15,15,15,15,15,15,15,15,15
picking,0,0,0,0,0,0,0,0,0,0
drtaban,0,0,0,0,0,0,0,0,0,0
skarlamangla,40,8,8,8,8,8,8,8,8,8
parton,382,69,69,69,69,69,69,69,69,69
mvmeet,54,2,2,2,2,2,2,2,2,2
nonsense,0,0,0,0,0,0,0,0,0,0
lv1gmvnpbx,0,0,0,0,0,0,0,0,0,0
reckless,5,24,24,24,24,24,24,24,24,24
nadhim,11,4,4,4,4,4,4,4,4,4
attempting,0,0,0,0,0,0,0,0,0,0
0cj07et730,0,0,0,0,0,0,0,0,0,0
sinopharm,67,35,35,35,35,35,35,35,35,35
questioned,0,0,0,0,0,0,0,0,0,0
surveyed,0,0,0,0,0,0,0,0,0,0
trending,0,0,0,0,0,0,0,0,0,0
6329968,0,0,0,0,0,0,0,0,0,0
instagram,96,86,86,86,86,86,86,86,86,86
released,0,0,0,0,0,0,0,0,0,0
suku1xrw6c,0,0,0,0,0,0,0,0,0,0
receives,0,0,0,0,0,0,0,0,0,0
n10bn,128,26,26,26,26,26,26,26,26,26
invested,0,0,0,0,0,0,0,0,0,0
epidemiologists,0,0,0,0,0,0,0,0,0,0
supports,0,1,1,1,1,1,1,1,1,1
workers,2,0,0,0,0,0,0,0,0,0
strategies,0,0,0,0,0,0,0,0,0,0
toryfibs,0,0,0,0,0,0,0,0,0,0
releases,0,0,0,0,0,0,0,0,0,0
controlled,4,0,0,0,0,0,0,0,0,0
experts,3,1,1,1,1,1,1,1,1,1
protects,0,0,0,0,0,0,0,0,0,0
numbers,2,0,0,0,0,0,0,0,0,0
arent,2,0,0,0,0,0,0,0,0,0
california,374,124,124,124,124,124,124,124,124,124
govrondesantis,0,0,0,0,0,0,0,0,0,0
trudeaus,1,6,6,6,6,6,6,6,6,6
hek0p2j2st,0,0,0,0,0,0,0,0,0,0
alisonmpeacock,0,0,0,0,0,0,0,0,0,0
solutions,0,0,0,0,0,0,0,0,0,0
invited,0,0,0,0,0,0,0,0,0,0
bhupendrachaube,0,0,0,0,0,0,0,0,0,0
p3zqwsvmr1,0,0,0,0,0,0,0,0,0,0
financialtimes,0,0,0,0,0,0,0,0,0,0
mohamednasheed,0,0,0,0,0,0,0,0,0,0
educative,0,0,0,0,0,0,0,0,0,0
activists,1,0,0,0,0,0,0,0,0,0
hgangwtgvm,0,0,0,0,0,0,0,0,0,0
meaningfulness,0,0,0,0,0,0,0,0,0,0
joemartin66,0,0,0,0,0,0,0,0,0,0
tribute,0,0,0,0,0,0,0,0,0,0
reliably,0,0,0,0,0,0,0,0,0,0
gavinnewsom,47,32,32,32,32,32,32,32,32,32
profits,0,0,0,0,0,0,0,0,0,0
leftover,0,0,0,0,0,0,0,0,0,0
inequality,0,0,0,0,0,0,0,0,0,0
providence,0,0,0,0,0,0,0,0,0,0
republican,9,16,16,16,16,16,16,16,16,16
davidscullion,0,0,0,0,0,0,0,0,0,0
k95i2m8h6p,312,62,62,62,62,62,62,62,62,62
believes,0,0,0,0,0,0,0,0,0,0
foxla,13,4,4,4,4,4,4,4,4,4
ethnyagami,2806,130,130,130,130,130,130,130,130,130
believed,0,0,0,0,0,0,0,0,0,0
nted3hjndx,0,0,0,0,0,0,0,0,0,0
facebook,48,167,167,167,167,167,167,167,167,167
genocide,0,0,0,0,0,0,0,0,0,0
cutting,0,1,1,1,1,1,1,1,1,1
21wire,60,21,21,21,21,21,21,21,21,21
hospitals,0,0,0,0,0,0,0,0,0,0
nigelfarage,0,0,0,0,0,0,0,0,0,0
fertility,0,0,0,0,0,0,0,0,0,0
shipped,0,0,0,0,0,0,0,0,0,0
preparing,0,0,0,0,0,0,0,0,0,0
syringes,0,0,0,0,0,0,0,0,0,0
congratulations,0,0,0,0,0,0,0,0,0,0
schwarzenegger,0,0,0,0,0,0,0,0,0,0
jackson,21,11,11,11,11,11,11,11,11,11
tylerwatt90,3,2,2,2,2,2,2,2,2,2
spent,95,38,38,38,38,38,38,38,38,38
existent,0,0,0,0,0,0,0,0,0,0
mojos55,20,71,71,71,71,71,71,71,71,71
francis,0,0,0,0,0,0,0,0,0,0
providers,0,0,0,0,0,0,0,0,0,0
staying,0,0,0,0,0,0,0,0,0,0
ignoring,0,0,0,0,0,0,0,0,0,0
modellers,0,0,0,0,0,0,0,0,0,0
cummings,0,0,0,0,0,0,0,0,0,0
vip,115,10,10,10,10,10,10,10,10,10
restaurants,0,0,0,0,0,0,0,0,0,0
j8lselptdp,0,0,0,0,0,0,0,0,0,0
thealiceroberts,0,0,0,0,0,0,0,0,0,0
c8dhkpdj6m,0,0,0,0,0,0,0,0,0,0
shownus,0,0,0,0,0,0,0,0,0,0
reversing,0,0,0,0,0,0,0,0,0,0
devastated,0,0,0,0,0,0,0,0,0,0
failures,0,0,0,0,0,0,0,0,0,0
dminghella,28,6,6,6,6,6,6,6,6,6
pushing,0,0,0,0,0,0,0,0,0,0
addressing,0,0,0,0,0,0,0,0,0,0
generates,0,0,0,0,0,0,0,0,0,0
novavax,27,34,34,34,34,34,34,34,34,34
isabeloakeshott,0,0,0,0,0,0,0,0,0,0
whats,24,7,7,7,7,7,7,7,7,7
washingtonpost,10,20,20,20,20,20,20,20,20,20
kayleighmcenany,0,0,0,0,0,0,0,0,0,0
risen,98,13,13,13,13,13,13,13,13,13
tests,9,2,2,2,2,2,2,2,2,2
materials,0,0,0,0,0,0,0,0,0,0
prioritise,0,0,0,0,0,0,0,0,0,0
bbcr4today,0,0,0,0,0,0,0,0,0,0
von,3,0,0,0,0,0,0,0,0,0
spirited,0,0,0,0,0,0,0,0,0,0
capitalism,0,0,0,0,0,0,0,0,0,0
leaveeuofficial,0,0,0,0,0,0,0,0,0,0
agencies,0,0,0,0,0,0,0,0,0,0
corbyn,129,9,9,9,9,9,9,9,9,9
visited,0,0,0,0,0,0,0,0,0,0
achieved,0,0,0,0,0,0,0,0,0,0
outbreak,37,19,19,19,19,19,19,19,19,19
jonlemire,0,0,0,0,0,0,0,0,0,0
olympics,0,0,0,0,0,0,0,0,0,0
harassed,0,0,0,0,0,0,0,0,0,0
thousands,0,0,0,0,0,0,0,0,0,0
nbc,30,10,10,10,10,10,10,10,10,10
africans,0,1,1,1,1,1,1,1,1,1
400,27,11,11,11,11,11,11,11,11,11
crossed,0,0,0,0,0,0,0,0,0,0
scottmorrisonmp,19,10,10,10,10,10,10,10,10,10
stores,1,0,0,0,0,0,0,0,0,0
stored,1,0,0,0,0,0,0,0,0,0
urgently,0,2,2,2,2,2,2,2,2,2
varanasi,0,1,1,1,1,1,1,1,1,1
francisco,35,49,49,49,49,49,49,49,49,49
298000000,0,0,0,0,0,0,0,0,0,0
jimmfelton,30,56,56,56,56,56,56,56,56,56
nygovcuomo,103,52,52,52,52,52,52,52,52,52
reaching,0,0,0,0,0,0,0,0,0,0
douglas,0,0,0,0,0,0,0,0,0,0
rates,4,1,1,1,1,1,1,1,1,1
prioritize,0,0,0,0,0,0,0,0,0,0
rossmckenzieag,0,0,0,0,0,0,0,0,0,0
inherited,0,0,0,0,0,0,0,0,0,0
pamelastephensn,0,0,0,0,0,0,0,0,0,0
johnson,137,149,149,149,149,149,149,149,149,149
burnol,50,2,2,2,2,2,2,2,2,2
companies,0,0,0,0,0,0,0,0,0,0
locally,0,0,0,0,0,0,0,0,0,0
h4yenn2kzd,0,0,0,0,0,0,0,0,0,0
rochelle,0,0,0,0,0,0,0,0,0,0
supplying,0,0,0,0,0,0,0,0,0,0
students,0,4,4,4,4,4,4,4,4,4
thehowie,0,0,0,0,0,0,0,0,0,0
b117,102,33,33,33,33,33,33,33,33,33
nhsengland,115,95,95,95,95,95,95,95,95,95
discovering,0,0,0,0,0,0,0,0,0,0
samfr,7,2,2,2,2,2,2,2,2,2
recovered,0,0,0,0,0,0,0,0,0,0
breenewsome,0,0,0,0,0,0,0,0,0,0
arriving,0,0,0,0,0,0,0,0,0,0
sinister,0,0,0,0,0,0,0,0,0,0
lanka,11,5,5,5,5,5,5,5,5,5
superheroes,0,0,0,0,0,0,0,0,0,0
supporting,0,1,1,1,1,1,1,1,1,1
lived,1,0,0,0,0,0,0,0,0,0
fmwales,0,0,0,0,0,0,0,0,0,0
wisconsin,52,70,70,70,70,70,70,70,70,70
greg,62,9,9,9,9,9,9,9,9,9
priorities,0,0,0,0,0,0,0,0,0,0
struggling,0,0,0,0,0,0,0,0,0,0
lowest,52,18,18,18,18,18,18,18,18,18
drsjaishankar,1,10,10,10,10,10,10,10,10,10
couldnt,0,1,1,1,1,1,1,1,1,1
relieved,0,0,0,0,0,0,0,0,0,0
meganranney,0,0,0,0,0,0,0,0,0,0
happened,0,0,0,0,0,0,0,0,0,0
covid19vaccine,0,0,0,0,0,0,0,0,0,0
booking,0,1,1,1,1,1,1,1,1,1
dick,47,22,22,22,22,22,22,22,22,22
looks,1,0,0,0,0,0,0,0,0,0
stressed,0,0,0,0,0,0,0,0,0,0
sanjivani,0,0,0,0,0,0,0,0,0,0
mspilcim2u,0,0,0,0,0,0,0,0,0,0
opened,1,0,0,0,0,0,0,0,0,0
explaining,1,0,0,0,0,0,0,0,0,0
raid,2,0,0,0,0,0,0,0,0,0
designed,0,0,0,0,0,0,0,0,0,0
recommended,0,0,0,0,0,0,0,0,0,0
lapublichealth,20,31,31,31,31,31,31,31,31,31
approached,0,0,0,0,0,0,0,0,0,0
briefscott,0,0,0,0,0,0,0,0,0,0
untested,0,0,0,0,0,0,0,0,0,0
fil,66,8,8,8,8,8,8,8,8,8
nyt,16,4,4,4,4,4,4,4,4,4
promoted,0,0,0,0,0,0,0,0,0,0
brink,103,7,7,7,7,7,7,7,7,7
employers,0,1,1,1,1,1,1,1,1,1
proceeding,0,0,0,0,0,0,0,0,0,0
saudi,50,8,8,8,8,8,8,8,8,8
scottories,0,0,0,0,0,0,0,0,0,0
looking,13,8,8,8,8,8,8,8,8,8
inhumane,0,0,0,0,0,0,0,0,0,0
shambles,0,0,0,0,0,0,0,0,0,0
apartheidstate,0,0,0,0,0,0,0,0,0,0
paramedic,0,0,0,0,0,0,0,0,0,0
criticise,0,0,0,0,0,0,0,0,0,0
attacks,0,0,0,0,0,0,0,0,0,0
celebrating,0,0,0,0,0,0,0,0,0,0
remainers,0,0,0,0,0,0,0,0,0,0
virusesimmunity,0,0,0,0,0,0,0,0,0,0
drharshvardhan,34,62,62,62,62,62,62,62,62,62
horrific,0,0,0,0,0,0,0,0,0,0
uq8owifqgm,0,0,0,0,0,0,0,0,0,0
6op1xr3ppx,0,0,0,0,0,0,0,0,0,0
contrary,0,0,0,0,0,0,0,0,0,0
spanish,11,25,25,25,25,25,25,25,25,25
governors,0,10,10,10,10,10,10,10,10,10
sailorrooscout,33,19,19,19,19,19,19,19,19,19
congress,21,26,26,26,26,26,26,26,26,26
pawan,1,0,0,0,0,0,0,0,0,0
wsj,60,23,23,23,23,23,23,23,23,23
french,28,6,6,6,6,6,6,6,6,6
advisory,0,0,0,0,0,0,0,0,0,0
frail,47,22,22,22,22,22,22,22,22,22
gave,211,73,73,73,73,73,73,73,73,73
stevenbeschloss,0,0,0,0,0,0,0,0,0,0
juv0l82cf3,93,23,23,23,23,23,23,23,23,23
andrewyang,3,176,176,176,176,176,176,176,176,176
thomas1774paine,0,0,0,0,0,0,0,0,0,0
suggests,0,0,0,0,0,0,0,0,0,0
bobwachter,0,0,0,0,0,0,0,0,0,0
inthistogether,0,0,0,0,0,0,0,0,0,0
thai,405,90,90,90,90,90,90,90,90,90
gaza,14,2,2,2,2,2,2,2,2,2
10downingstreet,14,23,23,23,23,23,23,23,23,23
rushing,0,0,0,0,0,0,0,0,0,0
plug,7,1,1,1,1,1,1,1,1,1
kodak,1,0,0,0,0,0,0,0,0,0
pbhushan1,107,8,8,8,8,8,8,8,8,8
allocated,0,0,0,0,0,0,0,0,0,0
foien0kkdl,0,0,0,0,0,0,0,0,0,0
qymsslfmcq,0,0,0,0,0,0,0,0,0,0
sitting,0,0,0,0,0,0,0,0,0,0
tvkev,3,1,1,1,1,1,1,1,1,1
devisridhar,10,16,16,16,16,16,16,16,16,16
promised,0,0,0,0,0,0,0,0,0,0
speaking,0,0,0,0,0,0,0,0,0,0
hundreds,0,0,0,0,0,0,0,0,0,0
promises,0,0,0,0,0,0,0,0,0,0
breaking,0,0,0,0,0,0,0,0,0,0
diseases,0,0,0,0,0,0,0,0,0,0
lagging,0,0,0,0,0,0,0,0,0,0
vaccinate,1,0,0,0,0,0,0,0,0,0
vaccinati,20,28,28,28,28,28,28,28,28,28
clfpwfimdi,0,0,0,0,0,0,0,0,0,0
donated,0,0,0,0,0,0,0,0,0,0
pune,6,1,1,1,1,1,1,1,1,1
incurabl,0,0,0,0,0,0,0,0,0,0
bello,161,24,24,24,24,24,24,24,24,24
thanked,0,0,0,0,0,0,0,0,0,0
femisorry,0,0,0,0,0,0,0,0,0,0
appoinment,0,0,0,0,0,0,0,0,0,0
risking,0,0,0,0,0,0,0,0,0,0
rules,4,0,0,0,0,0,0,0,0,0
briefing,0,0,0,0,0,0,0,0,0,0
kaitlancollins,0,0,0,0,0,0,0,0,0,0
praised,0,0,0,0,0,0,0,0,0,0
procurement,0,0,0,0,0,0,0,0,0,0
ucyqouefer,0,0,0,0,0,0,0,0,0,0
suggesting,0,0,0,0,0,0,0,0,0,0
changed,0,0,0,0,0,0,0,0,0,0
changes,0,0,0,0,0,0,0,0,0,0
floridians,0,0,0,0,0,0,0,0,0,0
oxfam,1,0,0,0,0,0,0,0,0,0
anthony,0,0,0,0,0,0,0,0,0,0
epochtimes,0,0,0,0,0,0,0,0,0,0
punstarr,0,0,0,0,0,0,0,0,0,0
therapeutic,0,0,0,0,0,0,0,0,0,0
closing,0,0,0,0,0,0,0,0,0,0
q2sgurkwxa,0,0,0,0,0,0,0,0,0,0
sarscov2,54,32,32,32,32,32,32,32,32,32
cont,16,7,7,7,7,7,7,7,7,7
abandoned,0,0,0,0,0,0,0,0,0,0
comp,13,4,4,4,4,4,4,4,4,4
obsessed,0,0,0,0,0,0,0,0,0,0
richardgrenell,0,0,0,0,0,0,0,0,0,0
ramaphosa,23,58,58,58,58,58,58,58,58,58
continues,0,0,0,0,0,0,0,0,0,0
bbcscotlandnews,0,0,0,0,0,0,0,0,0,0
sensible,0,0,0,0,0,0,0,0,0,0
meghanmccain,1,0,0,0,0,0,0,0,0,0
lawmakers,0,0,0,0,0,0,0,0,0,0
puts,1,0,0,0,0,0,0,0,0,0
statesca,0,0,0,0,0,0,0,0,0,0
located,0,0,0,0,0,0,0,0,0,0
govparsonmo,2,11,11,11,11,11,11,11,11,11
ronanburtenshaw,0,0,0,0,0,0,0,0,0,0
fordnation,0,0,0,0,0,0,0,0,0,0
brussels,0,0,0,0,0,0,0,0,0,0
modernatx,0,0,0,0,0,0,0,0,0,0
bloc,3,0,0,0,0,0,0,0,0,0
youtube,0,0,0,0,0,0,0,0,0,0
narendramodi,495,197,197,197,197,197,197,197,197,197
contacted,1,1,1,1,1,1,1,1,1,1
challenges,0,0,0,0,0,0,0,0,0,0
alexandraphelan,0,3,3,3,3,3,3,3,3,3
